GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JFreeChart,org.jfree.data.time,SimpleTimePeriod,15,152,3,19,5,41,5,15,2,7
JFreeChart,org.jfree.data.time,TimePeriodAnchor,13,59,4,8,5,18,4,8,1,5
JFreeChart,org.jfree.data.time,Hour,78,347,14,14,17,88,13,25,2,22
JFreeChart,org.jfree.data.time,FixedMillisecond,78,62,11,5,24,20,18,7,10,7
JFreeChart,org.jfree.data.time,Month,79,405,17,35,18,108,17,33,1,23
JFreeChart,org.jfree.data.time,TimeSeriesCollection,144,615,21,53,34,165,25,52,9,31
JFreeChart,org.jfree.data.time,TimeSeriesTableModel,143,0,32,0,51,0,27,0,11,0
JFreeChart,org.jfree.data.time,TimeSeriesDataItem,10,101,4,10,5,31,4,12,0,9
JFreeChart,org.jfree.data.time,DateRange,30,59,0,0,5,14,2,7,2,7
JFreeChart,org.jfree.data.time,Quarter,86,403,16,18,18,83,15,25,2,21
JFreeChart,org.jfree.chart.renderer.category,MinMaxCategoryRenderer,241,328,22,14,56,70,24,13,9,10
JFreeChart,org.jfree.chart.renderer.category,LevelRenderer,171,342,25,23,31,88,25,12,3,10
JFreeChart,org.jfree.chart.renderer.category,CategoryStepRenderer.State,9,0,0,0,3,0,1,0,1,0
JFreeChart,org.jfree.chart.renderer.category,LayeredBarRenderer,434,284,80,22,96,69,53,5,2,5
JFreeChart,org.jfree.chart.renderer.category,StandardBarPainter,177,38,29,5,48,14,19,4,2,4
JFreeChart,org.jfree.chart.renderer.category,StatisticalBarRenderer,232,567,63,41,54,127,47,17,2,10
JFreeChart,org.jfree.chart.renderer.category,DefaultCategoryItemRenderer,0,3,0,0,0,1,0,1,0,1
JFreeChart,org.jfree.chart.renderer.category,StackedAreaRenderer,761,46,57,7,160,18,36,7,6,5
JFreeChart,org.jfree.chart.renderer.category,BarRenderer,569,920,114,78,133,251,80,65,7,42
JFreeChart,org.jfree.chart.renderer.category,LineAndShapeRenderer,177,648,43,59,38,184,42,44,4,31
JFreeChart,org.jfree.chart.renderer.category,ScatterRenderer,374,150,47,15,96,53,37,18,12,12
JFreeChart,org.jfree.chart.renderer.category,StatisticalLineAndShapeRenderer,207,401,36,40,43,103,35,15,3,9
JFreeChart,org.jfree.chart.renderer.category,GroupedStackedBarRenderer,136,343,39,29,23,91,31,10,0,7
JFreeChart,org.jfree.chart.renderer.category,AreaRenderer,333,140,39,11,80,39,25,7,2,5
JFreeChart,org.jfree.chart.renderer.category,CategoryStepRenderer,292,122,32,10,64,34,25,5,5,4
JFreeChart,org.jfree.chart.renderer.category,MinMaxCategoryRenderer.new Icon() {...},10,53,2,2,3,8,4,2,2,2
JFreeChart,org.jfree.chart.renderer.category,MinMaxCategoryRenderer.new Icon() {...},50,21,4,0,12,1,5,1,3,1
JFreeChart,org.jfree.chart.renderer.category,CategoryItemRendererState,32,60,5,5,10,21,7,9,3,8
JFreeChart,org.jfree.chart.renderer.category,AbstractCategoryItemRenderer,977,911,121,91,260,275,94,71,11,48
JFreeChart,org.jfree.chart.renderer.category,StackedBarRenderer,380,68,77,7,89,24,43,8,3,6
JFreeChart,org.jfree.chart.renderer.category,BoxAndWhiskerRenderer,653,1038,77,85,120,253,74,41,12,22
JFreeChart,org.jfree.chart.renderer.category,IntervalBarRenderer,81,169,15,15,18,46,14,6,0,5
JFreeChart,org.jfree.chart.renderer.category,WaterfallBarRenderer,287,308,41,21,75,75,28,18,5,10
JFreeChart,org.jfree.chart.renderer.category,GradientBarPainter,315,390,29,21,63,85,20,14,1,8
JFreeChart,org.jfree.chart.renderer.category,GanttRenderer,554,337,61,25,100,99,41,18,3,13
JFreeChart,org.jfree.chart.renderer.xy,WindItemRenderer,252,6,0,0,45,3,1,2,1,2
JFreeChart,org.jfree.chart.renderer.xy,StandardXYItemRenderer,354,598,74,66,79,171,66,38,9,25
JFreeChart,org.jfree.chart.renderer.xy,CyclicXYItemRenderer,780,0,118,0,106,0,64,0,5,0
JFreeChart,org.jfree.chart.renderer.xy,CyclicXYItemRenderer.OverwriteDataSet,105,0,6,0,28,0,17,0,14,0
JFreeChart,org.jfree.chart.renderer.xy,DeviationRenderer.State,14,0,0,0,4,0,1,0,1,0
JFreeChart,org.jfree.chart.renderer.xy,XYDifferenceRenderer,1616,253,206,18,372,78,121,16,13,12
JFreeChart,org.jfree.chart.renderer.xy,XYBoxAndWhiskerRenderer,741,515,62,30,130,123,47,22,5,18
JFreeChart,org.jfree.chart.renderer.xy,XYBezierRenderer,1086,87,67,11,185,31,51,9,15,6
JFreeChart,org.jfree.chart.renderer.xy,DefaultXYItemRenderer,0,3,0,0,0,1,0,1,0,1
JFreeChart,org.jfree.chart.renderer.xy,XYLineAndShapeRenderer.State,7,24,0,0,3,7,2,2,2,2
JFreeChart,org.jfree.chart.renderer.xy,DeviationRenderer,362,51,32,6,69,16,26,5,8,4
JFreeChart,org.jfree.chart.renderer.xy,AbstractXYItemRenderer,1379,981,146,98,349,270,113,63,18,36
JFreeChart,org.jfree.chart.renderer.xy,XYBarRenderer.XYBarRendererState,11,0,0,0,5,0,3,0,3,0
JFreeChart,org.jfree.chart.renderer.xy,XYAreaRenderer2,146,405,22,18,32,106,19,13,1,11
JFreeChart,org.jfree.chart.renderer.xy,XYBubbleRenderer,292,138,35,12,62,39,25,6,2,5
JFreeChart,org.jfree.chart.renderer.xy,XYErrorRenderer,350,141,26,14,65,48,21,16,6,11
JFreeChart,org.jfree.chart.renderer.xy,StandardXYItemRenderer.State,14,4,0,0,6,2,4,1,4,1
JFreeChart,org.jfree.chart.renderer.xy,GradientXYBarPainter,628,76,40,10,124,24,25,9,5,4
JFreeChart,org.jfree.chart.renderer.xy,XYItemRendererState,6,27,0,0,2,11,2,5,2,5
JFreeChart,org.jfree.chart.renderer.xy,XYDotRenderer,146,178,18,16,31,58,17,13,3,10
JFreeChart,org.jfree.chart.renderer.xy,XYSplineRenderer,757,79,60,10,124,29,39,9,7,6
JFreeChart,org.jfree.chart.renderer.xy,XYStepRenderer,125,264,21,29,21,62,17,17,0,9
JFreeChart,org.jfree.chart.renderer.xy,DeviationStepRenderer,557,24,64,4,102,8,36,3,3,2
JFreeChart,org.jfree.chart.renderer.xy,XYShapeRenderer,283,229,35,23,71,75,31,23,11,14
JFreeChart,org.jfree.chart.renderer.xy,SamplingXYLineRenderer.State,37,0,0,0,12,0,2,0,2,0
JFreeChart,org.jfree.chart.renderer.xy,VectorRenderer,503,37,44,4,114,11,27,3,3,3
JFreeChart,org.jfree.chart.renderer.xy,XYAreaRenderer,314,570,45,51,66,162,35,35,2,20
JFreeChart,org.jfree.chart.renderer.xy,ClusteredXYBarRenderer,365,121,59,13,84,33,33,11,2,6
JFreeChart,org.jfree.chart.renderer.xy,XYBezierRenderer.XYBezierState,14,0,0,0,4,0,1,0,1,0
JFreeChart,org.jfree.chart.renderer.xy,XYBlockRenderer,360,199,32,24,77,58,27,16,5,10
JFreeChart,org.jfree.chart.renderer.xy,YIntervalRenderer,250,41,18,4,60,14,13,6,3,5
JFreeChart,org.jfree.chart.renderer.xy,CandlestickRenderer,618,284,64,28,140,96,43,34,6,24
JFreeChart,org.jfree.chart.renderer.xy,XYStepAreaRenderer,161,484,48,50,35,130,39,30,1,19
JFreeChart,org.jfree.chart.renderer.xy,HighLowRenderer,371,128,53,15,82,47,34,17,6,11
JFreeChart,org.jfree.chart.renderer.xy,XYSplineRenderer.XYSplineState,14,0,0,0,4,0,1,0,1,0
JFreeChart,org.jfree.chart.renderer.xy,SamplingXYLineRenderer,316,0,28,0,82,0,22,0,8,0
JFreeChart,org.jfree.chart.renderer.xy,XYBezierRenderer.FillType,0,27,0,0,0,5,0,1,0,1
JFreeChart,org.jfree.chart.renderer.xy,StackedXYAreaRenderer2,788,130,54,14,164,37,33,13,4,8
JFreeChart,org.jfree.chart.renderer.xy,StackedXYAreaRenderer,220,415,49,39,52,112,35,25,2,14
JFreeChart,org.jfree.chart.renderer.xy,StackedXYBarRenderer,425,80,78,8,94,25,45,8,4,6
JFreeChart,org.jfree.chart.renderer.xy,XYSplineRenderer.FillType,0,27,0,0,0,5,0,1,0,1
JFreeChart,org.jfree.chart.renderer.xy,StackedXYAreaRenderer.StackedXYAreaRendererState,0,46,0,0,0,16,0,8,0,8
JFreeChart,org.jfree.chart.renderer.xy,XYBarRenderer,1103,400,196,37,254,131,127,40,22,27
JFreeChart,org.jfree.chart.renderer.xy,XYAreaRenderer.XYAreaRendererState,0,14,0,0,0,4,0,1,0,1
JFreeChart,org.jfree.chart.renderer.xy,XYLineAndShapeRenderer,239,907,63,87,53,235,62,58,7,38
JFreeChart,org.jfree.chart.renderer.xy,StandardXYBarPainter,199,15,32,2,55,7,20,3,3,3
JFreeChart,org.jfree.data,KeyedObject,4,64,2,8,2,21,2,9,0,6
JFreeChart,org.jfree.data,DefaultKeyedValues2D,50,534,12,56,17,132,14,43,2,21
JFreeChart,org.jfree.data,DefaultKeyedValues,37,462,10,34,9,108,10,34,1,21
JFreeChart,org.jfree.data,KeyedValuesItemKey,73,0,6,0,21,0,8,0,5,0
JFreeChart,org.jfree.data,DataUtils,62,259,12,36,15,64,9,24,1,8
JFreeChart,org.jfree.data,Range,46,424,8,64,7,95,9,50,2,21
JFreeChart,org.jfree.data,RangeType,16,56,6,6,6,17,4,8,0,6
JFreeChart,org.jfree.data,DomainOrder,16,56,6,6,6,17,4,8,0,6
JFreeChart,org.jfree.data,KeyedValueComparator,31,118,7,21,9,36,9,9,2,2
JFreeChart,org.jfree.data,UnknownKeyException,0,4,0,0,0,2,0,1,0,1
JFreeChart,org.jfree.data,KeyedObjects2D,62,554,12,58,17,135,14,43,2,20
JFreeChart,org.jfree.data,DefaultKeyedValue,47,49,6,4,6,16,6,7,2,6
JFreeChart,org.jfree.data,KeyedObjects,97,239,20,24,27,68,18,20,4,12
JFreeChart,org.jfree.data,KeyedValues2DItemKey,148,0,10,0,38,0,13,0,8,0
JFreeChart,org.jfree.data,ComparableObjectSeries,68,371,11,49,19,98,12,39,3,18
JFreeChart,org.jfree.data,ComparableObjectItem,12,79,3,9,6,22,4,10,1,7
JFreeChart,org.jfree.data,KeyToGroupMap,44,261,9,33,15,79,8,25,1,11
JFreeChart,org.jfree.data,KeyedValueComparatorType,30,17,6,0,10,5,6,2,3,2
JFreeChart,org.jfree.chart.ui,Layer,3,25,0,0,1,6,1,2,1,2
JFreeChart,org.jfree.chart.ui,LCBLayout,524,0,40,0,82,0,28,0,8,0
JFreeChart,org.jfree.chart.ui,StrokeChooserPanel,64,0,2,0,13,0,4,0,3,0
JFreeChart,org.jfree.chart.ui,TextAnchor,55,287,37,59,15,53,34,28,1,13
JFreeChart,org.jfree.chart.ui,UIUtils,203,0,6,0,47,0,12,0,9,0
JFreeChart,org.jfree.chart.ui,Size2D,93,20,8,0,20,8,10,4,6,4
JFreeChart,org.jfree.chart.ui,FontDisplayField,46,0,2,0,13,0,6,0,5,0
JFreeChart,org.jfree.chart.ui,StrokeSample,168,0,4,0,37,0,8,0,6,0
JFreeChart,org.jfree.chart.ui,Align,81,0,12,0,18,0,7,0,1,0
JFreeChart,org.jfree.chart.ui,StandardGradientPaintTransformer,121,45,10,8,25,16,8,8,2,5
JFreeChart,org.jfree.chart.ui,RectangleAnchor,156,172,23,13,22,35,16,7,1,4
JFreeChart,org.jfree.chart.ui,VerticalAlignment,7,65,2,10,3,20,3,9,1,5
JFreeChart,org.jfree.chart.ui,NumberCellRenderer,34,0,4,0,12,0,4,0,2,0
JFreeChart,org.jfree.chart.ui,PaintSample,90,0,0,0,22,0,5,0,5,0
JFreeChart,org.jfree.chart.ui,RectangleEdge,47,119,16,22,16,33,12,17,2,8
JFreeChart,org.jfree.chart.ui,GradientPaintTransformType,13,75,5,9,5,22,6,7,1,5
JFreeChart,org.jfree.chart.ui,StrokeChooserPanel.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
JFreeChart,org.jfree.chart.ui,HorizontalAlignment,3,73,1,11,1,23,2,10,1,5
JFreeChart,org.jfree.chart.ui,ApplicationFrame,22,0,2,0,13,0,9,0,8,0
JFreeChart,org.jfree.chart.ui,LengthAdjustmentType,7,65,2,10,3,20,3,9,1,5
JFreeChart,org.jfree.chart.ui,RectangleInsets,300,415,32,32,59,92,30,32,6,24
JFreeChart,org.jfree.chart.ui,FontChooserPanel,337,0,20,0,71,0,17,0,7,0
JFreeChart,org.jfree.chart.text,TextBox,179,310,30,16,43,78,35,13,13,12
JFreeChart,org.jfree.chart.text,AttributedStringUtils,3,77,2,16,1,25,2,8,0,1
JFreeChart,org.jfree.chart.text,TextUtils,294,799,55,69,69,187,53,32,8,15
JFreeChart,org.jfree.chart.text,TextFragment,61,211,12,14,14,57,11,18,2,14
JFreeChart,org.jfree.chart.text,TextBlock,39,309,19,29,8,69,17,21,2,12
JFreeChart,org.jfree.chart.text,TextLine,57,219,12,16,15,61,13,14,2,11
JFreeChart,org.jfree.chart.text,TextBlockAnchor,21,117,7,17,8,33,6,12,1,5
JFreeChart,org.jfree.chart.text,G2TextMeasurer,0,25,0,0,0,7,0,2,0,2
JFreeChart,org.jfree.data.function,LineFunction2D,4,59,2,4,2,17,2,7,0,6
JFreeChart,org.jfree.data.function,NormalDistributionFunction2D,26,70,3,5,5,19,4,6,1,5
JFreeChart,org.jfree.data.function,PowerFunction2D,12,51,2,4,3,16,3,6,1,5
JFreeChart,org.jfree.data.function,PolynomialFunction2D,27,38,3,1,5,10,3,5,1,5
JFreeChart,org.jfree.data.json.impl,JSONArray,107,0,16,0,41,0,14,0,6,0
JFreeChart,org.jfree.data.json.impl,JSONValue,323,0,81,0,95,0,49,0,5,0
JFreeChart,org.jfree.data.json.impl,JSONObject,157,0,14,0,49,0,15,0,8,0
JFreeChart,org.jfree.data.xy,DefaultTableXYDataset,120,542,21,53,29,142,25,48,9,27
JFreeChart,org.jfree.data.xy,VectorSeries,16,58,0,0,4,16,2,8,2,8
JFreeChart,org.jfree.data.xy,XYBarDataset,96,110,8,6,23,27,16,13,10,12
JFreeChart,org.jfree.data.xy,XYDatasetTableModel,99,0,14,0,32,0,17,0,10,0
JFreeChart,org.jfree.data.xy,XYInterval,4,84,2,12,2,26,2,12,0,7
JFreeChart,org.jfree.data.xy,DefaultHighLowDataset,137,123,12,18,41,33,24,11,17,3
JFreeChart,org.jfree.data.xy,WindDataItem,26,65,7,9,10,18,10,4,3,3
JFreeChart,org.jfree.data.xy,XYIntervalDataItem,10,62,5,5,5,18,5,7,0,7
JFreeChart,org.jfree.data.xy,DefaultWindDataset,105,199,12,18,25,42,15,13,6,7
JFreeChart,org.jfree.data.xy,CategoryTableXYDataset,68,159,6,6,19,44,14,19,10,17
JFreeChart,org.jfree.data.xy,Vector,26,73,2,6,5,19,5,6,3,4
JFreeChart,org.jfree.data.xy,DefaultOHLCDataset,75,119,10,8,22,34,15,14,8,12
JFreeChart,org.jfree.data.xy,YIntervalSeries,0,64,0,0,0,17,0,9,0,9
JFreeChart,org.jfree.data.xy,MatrixSeriesCollection,163,57,18,4,40,19,22,5,11,5
JFreeChart,org.jfree.data.xy,XYDataItem,28,134,5,13,7,43,6,16,1,12
JFreeChart,org.jfree.data.xy,XYIntervalSeries,0,82,0,0,0,21,0,11,0,11
JFreeChart,org.jfree.data.xy,DefaultXYDataset,76,286,10,24,18,59,13,19,4,11
JFreeChart,org.jfree.data.xy,AbstractXYDataset,0,33,1,3,0,13,1,5,0,4
JFreeChart,org.jfree.data.xy,AbstractXYZDataset,14,3,2,0,5,2,2,1,1,1
JFreeChart,org.jfree.data.xy,DefaultXYZDataset,62,360,11,27,15,72,16,20,5,12
JFreeChart,org.jfree.data.xy,VectorSeriesCollection,126,89,5,7,28,27,14,10,10,8
JFreeChart,org.jfree.data.xy,DefaultIntervalXYDataset,79,482,15,33,19,92,22,22,7,13
JFreeChart,org.jfree.data.xy,XYItemKey,139,0,10,0,36,0,13,0,8,0
JFreeChart,org.jfree.data.xy,XYCoordinate,72,75,11,7,17,20,10,7,4,4
JFreeChart,org.jfree.data.xy,XIntervalDataItem,6,42,3,3,3,12,3,5,0,5
JFreeChart,org.jfree.data.xy,XIntervalSeries,0,64,0,0,0,17,0,9,0,9
JFreeChart,org.jfree.data.xy,MatrixSeries,10,147,2,16,3,34,3,17,1,10
JFreeChart,org.jfree.data.xy,IntervalXYDelegate,62,289,11,31,14,81,15,28,4,18
JFreeChart,org.jfree.data.xy,XIntervalSeriesCollection,160,94,7,9,36,27,18,10,13,7
JFreeChart,org.jfree.data.xy,VectorDataItem,24,29,3,1,8,7,5,3,3,3
JFreeChart,org.jfree.data.xy,YWithXInterval,4,56,2,8,2,18,2,8,0,5
JFreeChart,org.jfree.data.xy,YInterval,4,56,2,8,2,18,2,8,0,5
JFreeChart,org.jfree.data.xy,XYIntervalSeriesCollection,86,180,7,11,19,44,12,19,7,15
JFreeChart,org.jfree.data.xy,YIntervalSeriesCollection,88,150,6,10,21,38,11,17,7,13
JFreeChart,org.jfree.data.xy,OHLCDataItem,26,93,7,9,10,25,10,7,3,6
JFreeChart,org.jfree.data.xy,NormalizedMatrixSeries,70,0,0,0,19,0,6,0,6,0
JFreeChart,org.jfree.data.xy,YIntervalDataItem,6,42,3,3,3,12,3,5,0,5
JFreeChart,org.jfree.data.xy,XYSeriesCollection,103,626,20,72,30,170,17,68,3,36
JFreeChart,org.jfree.data.xy,AbstractIntervalXYDataset,0,59,2,6,0,22,2,7,0,5
JFreeChart,org.jfree.data.xy,XYSeries,100,885,23,101,26,230,25,82,4,41
JFreeChart,org.jfree.data.statistics,HistogramType,29,47,9,5,11,14,9,4,2,4
JFreeChart,org.jfree.data.statistics,DefaultMultiValueCategoryDataset,98,265,22,26,29,70,23,20,8,11
JFreeChart,org.jfree.data.statistics,BoxAndWhiskerCalculator,32,237,12,22,7,61,8,13,0,4
JFreeChart,org.jfree.data.statistics,DefaultBoxAndWhiskerXYDataset,67,316,18,24,18,95,23,25,6,21
JFreeChart,org.jfree.data.statistics,MeanAndStandardDeviation,19,73,3,9,2,25,4,10,1,7
JFreeChart,org.jfree.data.statistics,Statistics,273,394,25,43,49,95,18,29,3,10
JFreeChart,org.jfree.data.statistics,SimpleHistogramBin,29,197,11,39,9,54,9,27,0,11
JFreeChart,org.jfree.data.statistics,DefaultStatisticalCategoryDataset,65,648,21,91,25,167,26,59,7,22
JFreeChart,org.jfree.data.statistics,DefaultBoxAndWhiskerCategoryDataset,117,598,36,54,42,170,42,47,10,34
JFreeChart,org.jfree.data.statistics,HistogramBin,21,81,10,10,5,20,11,7,1,7
JFreeChart,org.jfree.data.statistics,SimpleHistogramDataset,149,180,13,17,35,52,29,13,17,10
JFreeChart,org.jfree.data.statistics,HistogramDataset,96,396,13,33,23,86,17,27,6,15
JFreeChart,org.jfree.data.statistics,BoxAndWhiskerItem,50,150,10,14,11,41,11,14,1,12
JFreeChart,org.jfree.data.statistics,Regression,519,432,50,12,79,92,29,8,2,4
JFreeChart,org.jfree.chart.block,RectangleConstraint,27,313,6,22,4,62,7,27,1,19
JFreeChart,org.jfree.chart.block,ColorBlock,45,67,0,6,12,23,4,8,4,5
JFreeChart,org.jfree.chart.block,BorderArrangement,151,1300,26,96,25,213,23,50,1,11
JFreeChart,org.jfree.chart.block,EmptyBlock,17,28,0,0,5,8,2,3,2,3
JFreeChart,org.jfree.chart.block,LengthConstraintType,50,22,12,0,17,6,10,2,4,2
JFreeChart,org.jfree.chart.block,GridArrangement,59,609,13,61,18,132,13,39,1,14
JFreeChart,org.jfree.chart.block,LabelBlock,116,304,11,23,30,80,18,24,11,14
JFreeChart,org.jfree.chart.block,BlockBorder,69,166,4,12,13,47,7,14,3,10
JFreeChart,org.jfree.chart.block,ColumnArrangement,422,120,50,12,89,33,32,11,7,5
JFreeChart,org.jfree.chart.block,BlockParams,14,19,0,0,6,8,4,3,4,3
JFreeChart,org.jfree.chart.block,FlowArrangement,177,426,29,35,37,96,24,23,4,11
JFreeChart,org.jfree.chart.block,LineBorder,155,125,12,10,36,35,10,11,4,6
JFreeChart,org.jfree.chart.block,BlockContainer,12,233,2,20,4,68,4,23,2,14
JFreeChart,org.jfree.chart.block,AbstractBlock,81,499,4,32,16,138,12,45,8,31
JFreeChart,org.jfree.chart.block,CenterArrangement,255,53,34,2,58,13,27,4,9,4
JFreeChart,org.jfree.chart.block,BlockResult,0,13,0,0,0,6,0,3,0,3
JFreeChart,org.jfree.chart.plot.dial,StandardDialRange,173,216,11,13,43,54,21,13,12,10
JFreeChart,org.jfree.chart.plot.dial,StandardDialScale,422,559,29,41,95,142,46,38,27,22
JFreeChart,org.jfree.chart.plot.dial,DialPointer.Pin,66,111,2,6,16,34,5,10,3,8
JFreeChart,org.jfree.chart.plot.dial,StandardDialFrame,102,194,2,12,24,53,9,15,7,10
JFreeChart,org.jfree.chart.plot.dial,DialPointer.Pointer,222,100,3,7,51,32,9,9,6,7
JFreeChart,org.jfree.chart.plot.dial,DialValueIndicator,272,425,11,29,72,116,28,32,21,19
JFreeChart,org.jfree.chart.plot.dial,DialPointer,38,47,3,5,14,15,9,5,6,4
JFreeChart,org.jfree.chart.plot.dial,DialBackground,28,114,2,8,9,36,5,13,4,9
JFreeChart,org.jfree.chart.plot.dial,DialPlot,485,377,53,29,131,105,55,27,25,16
JFreeChart,org.jfree.chart.plot.dial,DialLayerChangeEvent,3,7,0,0,1,3,1,1,1,1
JFreeChart,org.jfree.chart.plot.dial,ArcDialFrame,231,316,3,19,47,80,14,22,11,14
JFreeChart,org.jfree.chart.plot.dial,DialTextAnnotation,85,234,4,14,23,60,13,16,9,11
JFreeChart,org.jfree.chart.plot.dial,DialCap,59,179,2,12,16,51,8,15,6,10
JFreeChart,org.jfree.chart.plot.dial,AbstractDialLayer,24,98,3,7,9,25,6,10,3,8
JFreeChart,org.jfree.chart.servlet,ServletUtilities,324,0,34,0,96,0,32,0,15,0
JFreeChart,org.jfree.chart.servlet,ChartDeleter,46,0,4,0,13,0,7,0,5,0
JFreeChart,org.jfree.chart.servlet,DisplayChart,101,0,20,0,28,0,13,0,3,0
JFreeChart,org.jfree.data.resources,DataPackageResources_fr,35,0,0,0,3,0,3,0,3,0
JFreeChart,org.jfree.data.resources,DataPackageResources_es,35,0,0,0,3,0,3,0,3,0
JFreeChart,org.jfree.data.resources,DataPackageResources_de,35,0,0,0,3,0,3,0,3,0
JFreeChart,org.jfree.data.resources,DataPackageResources,0,35,0,0,0,3,0,3,0,3
JFreeChart,org.jfree.data.resources,DataPackageResources_ru,35,0,0,0,3,0,3,0,3,0
JFreeChart,org.jfree.data.resources,DataPackageResources_pl,35,0,0,0,3,0,3,0,3,0
JFreeChart,org.jfree.chart.plot.flow,FlowPlot,1211,270,82,26,215,89,61,27,19,15
JFreeChart,org.jfree.chart.annotations,XYDataImageAnnotation,382,0,28,0,87,0,31,0,17,0
JFreeChart,org.jfree.chart.annotations,XYTitleAnnotation,116,388,18,28,32,85,23,16,9,7
JFreeChart,org.jfree.chart.annotations,CategoryLineAnnotation,143,270,5,17,34,81,10,21,7,13
JFreeChart,org.jfree.chart.annotations,XYDrawableAnnotation,145,221,5,17,25,53,9,14,6,6
JFreeChart,org.jfree.chart.annotations,XYBoxAnnotation,58,344,6,24,13,85,15,17,9,8
JFreeChart,org.jfree.chart.annotations,CategoryPointerAnnotation,261,323,3,21,56,91,11,25,9,15
JFreeChart,org.jfree.chart.annotations,XYTextAnnotation,55,551,5,37,18,154,11,43,6,27
JFreeChart,org.jfree.chart.annotations,CategoryTextAnnotation,101,131,4,12,24,40,6,14,4,8
JFreeChart,org.jfree.chart.annotations,XYPointerAnnotation,309,332,11,21,66,94,15,25,9,15
JFreeChart,org.jfree.chart.annotations,XYInversePointerAnnotation,413,0,22,0,91,0,18,0,7,0
JFreeChart,org.jfree.chart.annotations,XYPolygonAnnotation,208,151,18,14,43,41,17,13,7,7
JFreeChart,org.jfree.chart.annotations,XYImageAnnotation,292,0,22,0,77,0,24,0,13,0
JFreeChart,org.jfree.chart.annotations,XYLineAnnotation,151,243,11,17,33,61,8,21,2,13
JFreeChart,org.jfree.chart.annotations,TextAnnotation,3,254,0,18,1,78,1,27,1,18
JFreeChart,org.jfree.chart.annotations,XYDataRangeAnnotation,106,0,22,0,31,0,18,0,7,0
JFreeChart,org.jfree.chart.annotations,XYShapeAnnotation,193,145,14,12,44,40,12,10,3,6
JFreeChart,org.jfree.chart.annotations,AbstractXYAnnotation,31,77,5,9,12,23,6,10,2,7
JFreeChart,org.jfree.chart.annotations,AbstractAnnotation,28,122,6,12,10,35,9,14,4,10
JFreeChart,org.jfree.chart.annotations,XYNoteAnnotation,494,0,26,0,121,0,33,0,20,0
JFreeChart,org.jfree.chart.event,OverlayChangeEvent,0,4,0,0,0,2,0,1,0,1
JFreeChart,org.jfree.chart.event,ChartChangeEventType,50,22,12,0,17,6,10,2,4,2
JFreeChart,org.jfree.chart.event,PlotChangeEvent,3,7,0,0,1,3,1,1,1,1
JFreeChart,org.jfree.chart.event,MarkerChangeEvent,0,10,0,0,0,4,0,2,0,2
JFreeChart,org.jfree.chart.event,TitleChangeEvent,3,7,0,0,1,3,1,1,1,1
JFreeChart,org.jfree.chart.event,AnnotationChangeEvent,3,10,0,0,1,4,1,1,1,1
JFreeChart,org.jfree.chart.event,AxisChangeEvent,0,10,0,0,0,4,0,2,0,2
JFreeChart,org.jfree.chart.event,ChartChangeEvent,12,24,0,0,4,10,3,4,3,4
JFreeChart,org.jfree.chart.event,RendererChangeEvent,0,21,0,0,0,8,0,4,0,4
JFreeChart,org.jfree.chart.event,ChartProgressEvent,21,13,0,0,9,5,6,1,6,1
